Job Title,Company,Loaction,PostDate,CurrentDate,Summary,Salary,Joburl
LINUX SYSTEM ENGINEERS Software,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Excellent knowledge of Server Tweaking, Hardening, and other vulnerability fixes. Flexible to work in different shift based on global times. Industry Type: IT-Software, Software Services.",,https://in.indeed.com/rc/clk?jk=45be0f3a593fb3cb&fccid=f74c40d50fb54046&vjs=3
Node.js Developer,Copious Consult Private Limited,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Opening for Node.js Developer Experience - 2years Location- Cochin experience on Node.js, Angular js Any relational database Any non relational database Intrested candidates please contact on:…",,https://in.indeed.com/rc/clk?jk=428ed32cccf68380&fccid=b4ba49b7ba01d69d&vjs=3
.Net Full Stack Developer,Talent Basket,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",End to end delivery of business features. Unit testing Code Review & should be able to work with onsite counterpart if needed. Implementing technical solutions suggested by technical leads/Architects.,,https://in.indeed.com/rc/clk?jk=53a2c97afffa4444&fccid=4cf59f6cd5b3bacd&vjs=3
Asp.net- Application Developer/Software Engg,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","Industry Type: IT-Software, Software Services. Employment Type: Full Time, Permanent. ASP.NET AngularJS Bootstrap CSS3 Core Java HTML HTML5 Java JavaScript jQuery MySQL Web Application Development ASP…",,https://in.indeed.com/rc/clk?jk=e6da10593a421781&fccid=f74c40d50fb54046&vjs=3
.Net Developer,Talent Basket,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Should be open to learn new technologies (must have quality as the same resource would have to learn and work on Salesforce development also over a period of time). Should have good .net and Asp.,,https://in.indeed.com/rc/clk?jk=49f50607ca2a7e6f&fccid=4cf59f6cd5b3bacd&vjs=3
Dot Net Developer,MP Dominic & Co,"Ernakulam, Kerala",30+ days ago,"June 16, 2021",Good understanding of SAAS based products. Good Communication Skill and able to interact with international customers.,,https://in.indeed.com/rc/clk?jk=66bf0709436c1aea&fccid=dc935d3be59ccf9a&vjs=3
JAVASCRIPT DEVELOPER,skilora,"Kochi, Kerala",20 days ago,"June 16, 2021","Take responsibility over their own development quality and efficiency, and can track and manage their time in order to hit the project goals. Designing overall architecture of web applications.",,https://in.indeed.com/rc/clk?jk=406b592204a7b89f&fccid=f74c40d50fb54046&vjs=3
TCA Developer / Data Engineer / Quant Developer,Kefas Softwares Private Ltd,"Ernakulam, Kerala",30+ days ago,"June 16, 2021",Coordinating with rest of the team (trading system developers) to acquire the various data / other resources required. Excellent knowledge of Python/R (including the different modules and packages)…,"₹15,00,000 - ₹30,00,000 a year",https://in.indeed.com/rc/clk?jk=7c977d7d9c0c33ac&fccid=7e7c4e6f49c39d81&vjs=3
Android Developer,Armia Systems Inc.,"Kochi, Kerala",30+ days ago,"June 16, 2021","Therefore, commitment to collaborative problem solving, sophisticated design, and creating quality products is essential. Ensure the best possible performance, quality, and responsiveness of the…",,https://in.indeed.com/rc/clk?jk=86928eec8fa607d3&fccid=da046ff4ece0052f&vjs=3
UI/UX Designer/Developer,Inexoft Technologies,"Cannanore, Kerala",30+ days ago,"June 16, 2021","Experience in developing cross-browser-compatible web applications in HTML/HTML5, CSS, JavaScript, Bootstrap/Responsive desing. Ability to design website, logo ,banners, icons, emailers.",,https://in.indeed.com/rc/clk?jk=6910b70e25d4f040&fccid=1a6a0665e67e3e17&vjs=3
React Native Developer,Webandcraft,"Trichur, Kerala",30+ days ago,"June 16, 2021","Ensure the performance, quality, and responsiveness of the application through rigorous testing. Design and build applications for the Apple iOS and Android platforms.",,https://in.indeed.com/rc/clk?jk=bdca0d5cb53aceb1&fccid=6cfff30aabec6bc0&vjs=3
DevOps Engineer,SupportSages,"Kochi, Kerala",11 days ago,"June 16, 2021","Excellent interpersonal skills and the ability to work in a team environment and interact with all levels of management, vendors, and customers. Experience in secure cloud architecture and design …",,https://in.indeed.com/rc/clk?jk=2e17fb993f50f934&fccid=0d3d7f2772c6f784&vjs=3
Odoo developer,skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021",Must have ability to write / create / implement complex business logic in backend. Knowledge of latest trends and technologies and ability to integrate new things within Odoo.,,https://in.indeed.com/rc/clk?jk=b5efa4f0114da5ac&fccid=f74c40d50fb54046&vjs=3
PHP Developer- 4 Month Contract,Talent Basket,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Facilitate communication between the technical & business Stakeholders as and when required. Create functional specifications, help set client expectations, including scoping out project requirements…",,https://in.indeed.com/rc/clk?jk=4640055f17ee13ab&fccid=4cf59f6cd5b3bacd&vjs=3
Java Senior Developer,Infosys Limited,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and Support activities, to assure that our…",,https://in.indeed.com/rc/clk?jk=12a144c9002702dd&fccid=c67533a523c83a4c&vjs=3
Senior Full Stack .NET Core Developer/kerala,Talent Zone Consultants,Kerala,30+ days ago,"June 16, 2021","Requirements, design and develop complex front-end and back-end web based software. Ideal candidates for this position must have experience in developing Windows forms and webbased applications,…","₹6,00,000 - ₹11,00,000 a year",https://in.indeed.com/rc/clk?jk=b8a411fe582dff68&fccid=b59e1dacbb0cb645&vjs=3
SOFTWARE ENGINEER-ANGULAR,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","1-3 years of experience as Full stack developer experience using Node.js and Angular. Attention to detail and an ability to build reliable, scalable, and flexible software.",,https://in.indeed.com/rc/clk?jk=86e25b9f71fcaa07&fccid=f74c40d50fb54046&vjs=3
Frontend Engineer - Senior,Dexlock,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Design, build and deploy highly scalable apps and integrated solutions to ensure remarkable user-experience using front-end technologies. Proficient understanding of server-side CSS pre-processing…",,https://in.indeed.com/rc/clk?jk=4501a36f2e976b78&fccid=d75509cbf2d007f2&vjs=3
Web Developer/Designer,RIGHTSERVE,"Kochi, Kerala",30+ days ago,"June 16, 2021","Knowledge in Adobe Illustrator is an added advantage. Participate in the planning, design, development, testing and deployment of projects. Design and development of websites.",,https://in.indeed.com/rc/clk?jk=3ce16d531e05eb07&fccid=bd4a673d79db4d8d&vjs=3
PYTHON DEVELOPER - JOB CODE(PYD-02),skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","Working knowledge of MS Office suite of applications. Experience: 4 - 7 years in Python Developer( Required ). Experience with makefiles, coverage analysis and other forms of runtime profiling.",,https://in.indeed.com/rc/clk?jk=5200caeb28deeae7&fccid=f74c40d50fb54046&vjs=3
Senior Software Engineer Senior Software Developer Senior Software Programmer,ITbridge Consultants Private Limited,"Ernakulam, Kerala",13 days ago,"June 16, 2021","MUST have a strong grasp of fundamental computer science concepts: data structures, algorithms and object oriented design. Design, code, test &debug and deliver new features and enhancement of…",,https://in.indeed.com/rc/clk?jk=4b641e22cb932e4e&fccid=50c62a73cd038194&vjs=3
Salesforce Commerce Cloud Developer,Suyati,"Kochi, Kerala",30+ days ago,"June 16, 2021","Responsible for developing in Apex, Lightning, Visualforce, React, and other technologies to build customized solutions that support business requirements and drive key business decisions.",,https://in.indeed.com/rc/clk?jk=19ebba04e2c94d4f&fccid=50f743fbb99e3823&vjs=3
Senior UI Developer - Angular2+,Talent Basket,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",A team player who can contribute to project and own deliverables. Be part of agile team and participate on grooming and all sprint level activities. Experience: 5-6 Yrs of experience.,,https://in.indeed.com/rc/clk?jk=439947bf291cae2e&fccid=4cf59f6cd5b3bacd&vjs=3
React Native Developer,Blue Ripples Technologies,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","3 - 4 years experience in mobile application development. At least 2 years of working experience in hybrid mobile application development using React Native. Good Knowledge of HTML5, CSS.",,https://in.indeed.com/rc/clk?jk=42dbef6601531fa0&fccid=781ebaea7b28581e&vjs=3
Cloud Application Developer,Techvantage Systems,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Proven work experience as an Application developer using . Hands-on experience using design patterns. Collaborate with back-end developers, API developers, and DevOps developers.",,https://in.indeed.com/rc/clk?jk=c61729684a51bec3&fccid=4ae69ecf27c47551&vjs=3
"Lead Engineer (Engineer II, Software Engineering)",Xerox,"Kochi, Kerala",30+ days ago,"June 16, 2021","Demonstrated ability to identify risks associated with business processes, operations, information security programs and technology projects. Strong leadership, project and team-building skills,…",,https://in.indeed.com/rc/clk?jk=0c1ca40c32ebaf17&fccid=fd6a32f24dd4ee0d&vjs=3
Buisness Developer,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Developing Prospect for new business. Above 3 years Experience in Marketing and Sales. Experience: 3 - 8 years in Business Development Manager( Required ). Develop business plans and sales strategies.,,https://in.indeed.com/rc/clk?jk=a8af813dcfbdc49a&fccid=f74c40d50fb54046&vjs=3
SHOPIFY DEVELOPER,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021",Experience: 4 - 6 years in SHOPIFY DEVELOPER( Required ). Working with Project Management to scope new functionality requests. CSS3 HTML HTML5 Software Development Web Application Development Project…,,https://in.indeed.com/rc/clk?jk=91d2fdd3395fb6bc&fccid=f74c40d50fb54046&vjs=3
Salesforce Developer,Talent Basket,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Knowledge of software development processes, object-oriented programming, web development (HTML & CSS) & best practices. Must function well in a fast-paced environment where constant change is the…",,https://in.indeed.com/rc/clk?jk=3d7f7eec070d0f31&fccid=4cf59f6cd5b3bacd&vjs=3
IOS Developer,Armia Systems Inc.,"Kochi, Kerala",30+ days ago,"June 16, 2021","Experience developing applications using multi-client development platforms such as Phonegap. Experience using Web Services and Data parsing using XML,JSON etc.",,https://in.indeed.com/rc/clk?jk=6f778fc2c64e0ded&fccid=da046ff4ece0052f&vjs=3
Software Architect I,UST Global Singapore Pte Limited,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Experience in developing web applications using HTML, CSS and Java Script. Work closely and share ideas with fellow architects, developers and project managers.",,https://in.indeed.com/rc/clk?jk=6a8a306e2d6fcfdb&fccid=810178099fb1fcbc&vjs=3
UI Front End and Back End Developer,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","3/4 years of experience in ORM tool like Spring data JPA , Hibernate. Minimum 3 years in microservice Experience - Spring boot, Eureka Discovery, Config server, Api Gateway.",,https://in.indeed.com/rc/clk?jk=1786c3a1a44ac448&fccid=f74c40d50fb54046&vjs=3
PHP Laravel developer,skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021","Develop cutting-edge web applications using Laravel. Participate in developing architecture designs to improve the availability, Knowledge of Object-Oriented programming, patterns, and frameworks, PHP…",,https://in.indeed.com/rc/clk?jk=75c7af4d89b3a710&fccid=f74c40d50fb54046&vjs=3
PYTHON DEVELOPER (FULL STACK),skilora,"Kochi, Kerala",13 days ago,"June 16, 2021",Experience: 1 - 3 years in Python Developer( Required ). Excellent interpersonal skill (articulation using verbal and non-verbal skills). Experience working with agile software development methodology…,,https://in.indeed.com/rc/clk?jk=ac13d354ddbe61a0&fccid=f74c40d50fb54046&vjs=3
Cloud Engineer,Mindcurv,"Kochi, Kerala",30+ days ago,"June 16, 2021",At least 3 years experience in an Online Systems/Web application support. Prior working experience in an Agile environment will be an advantage. Actively participate in our shift-left strategy via…,,https://in.indeed.com/rc/clk?jk=4b96e4c439c45798&fccid=62c68433419cb874&vjs=3
JD-iOS Developer,VST Mobility Solutions,"H M T Colony, Kerala",30+ days ago,"June 16, 2021","Domain Experience: Expertise in mobility, transportation, Mobile Application based online booking applications, digital advertisement. Collaborate with cross-functional teams to analyze, design, and…",,https://in.indeed.com/rc/clk?jk=c82eb3e1f6b181e9&fccid=273c8ca8a7ae55aa&vjs=3
Coldfusion Developer,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Ability to develop web applications using ColdFusion and other related web technologies. Full stack ColdFusion professionals responsible for designing, developing, and maintaining web - based…",,https://in.indeed.com/rc/clk?jk=ead6a644c1460fcd&fccid=f74c40d50fb54046&vjs=3
SOFTWARE PHP ENGINEER,skilora,"Kochi, Kerala",15 days ago,"June 16, 2021",Extensive involvement in all aspects of the project development cycle using PHP and OOPS concepts. Co-coordinating with team members and sending regular updates about project situations.,,https://in.indeed.com/rc/clk?jk=9b992ec9a4cb95ce&fccid=f74c40d50fb54046&vjs=3
SOFTWARE TEST ENGINEER,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021",Have an experience of testing and leading test teams with good understanding of end. Experience: 1 - 4 years in SOFTWARE TEST ENGINEER( Required ). To end testing life cycle and processes.,,https://in.indeed.com/rc/clk?jk=e8af10a1628dd596&fccid=f74c40d50fb54046&vjs=3
Tableau Developer,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","Experienced in Designing & Formatting Dashboards using Tableau. Experience publishing to and optimizing tableau server. Industry Type: IT-Software, Software Services.",,https://in.indeed.com/rc/clk?jk=f90c87f29dfaf5d4&fccid=f74c40d50fb54046&vjs=3
Devops Engineer,IBM,"Kochi, Kerala",3 days ago,"June 16, 2021","3 years of software development experience. Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world…",,https://in.indeed.com/rc/clk?jk=cbd92f4fa6be61c2&fccid=de71a49b535e21cb&vjs=3
Python Developers,BRIDGE Global,"Kochi, Kerala",30+ days ago,"June 16, 2021",We are looking for Strong Python developers with 2- 4 years of experience. Strong evidence of a solution/product/ project/ module created from scratch ground up. Vue/React/Angular experience a plus.,,https://in.indeed.com/rc/clk?jk=73792638979efc39&fccid=bcfc9b4d41cc6cd6&vjs=3
Sr. Software Engineer,Iware Solutions,"Kochi, Kerala",30+ days ago,"June 16, 2021","Relevant Experience:- 3 - 5 years web development experience in software industry. The candidate will actively participate & collaborate with the team during the analysis, implementation and testing…",,https://in.indeed.com/rc/clk?jk=ee83aaf4d2249f33&fccid=673ad4fca9a201a4&vjs=3
Android Developers,iRod Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021"," Collaborate with cross-functional teams to define, design, and ship new. Experience required: (0- 3 Years).  Design and build advanced applications for the Android platform.",,https://in.indeed.com/rc/clk?jk=9189250816627b7f&fccid=92541dc66ba9daeb&vjs=3
PHP Developers [ Laravel Developers],iRod Technologies,"Kochi, Kerala",30+ days ago,"June 16, 2021",Integration of user-facing elements developed by front-end developers. Understanding of MVC design patterns. Looking for 1- 3 years of experienced ones. Knowledge of object-oriented PHP programming.,,https://in.indeed.com/rc/clk?jk=58ad68010e53b763&fccid=92541dc66ba9daeb&vjs=3
Senior Umbraco Developer,skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021","Developing/maintaining Umbraco CMS based application as per the client's specification. Build enhancements, and fix bugs/ issues in applications. Industry Type: IT-Software, Software Services.",,https://in.indeed.com/rc/clk?jk=14bd8c94acd4fbbe&fccid=f74c40d50fb54046&vjs=3
Full stack developer/Sr. Portal Developer,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","+ Knowledge of software design and Architectural styles/APIs, patterns like REST, APC, MVC, MVVM and MVM. + Design and Develop best-in-class secure interactive portal independently engaging resources…",,https://in.indeed.com/rc/clk?jk=6328775571400f14&fccid=f74c40d50fb54046&vjs=3
.Netcore Developer,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","Experience in MVC solution design. Experience in technical and logical designing of the application. Industry Type: IT-Software, Software Services. Employment Type: Full Time, Permanent.",,https://in.indeed.com/rc/clk?jk=fc96d06737417382&fccid=f74c40d50fb54046&vjs=3
Sr . ServiceNow Developer,skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","ServiceNow certifications- CSA and developer preferred. Sound knowledge and strong experience with Integrating ServiceNow with third party applications (REST, SOAP), Mid Server.",,https://in.indeed.com/rc/clk?jk=93bee45ee72a68d6&fccid=f74c40d50fb54046&vjs=3
Senior Php(Laravel Developer) and Angular developer,riolabz,"Kochi, Kerala",30+ days ago,"June 16, 2021",Looking for efficient Laravel developer specialised in developing web applications using Laravel Framework within PHP programming language. Coordinate with co-developers and keeps project manager well…,"₹35,000 - ₹70,000 a month",https://in.indeed.com/rc/clk?jk=e751b5e855231ec2&fccid=d8cb97c41125947d&vjs=3
Datawarehouse Senior Developer,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021",Facilitate requirements gathering using expert listening skills and develop fine solutions to meet the needs of business. Experience: 4 - 9 years in ETL Datawarehouse Developer( Required ).,,https://in.indeed.com/rc/clk?jk=b326a2194f220517&fccid=f74c40d50fb54046&vjs=3
Development Manager_Db2 on Cloud,IBM,"Kochi, Kerala",19 days ago,"June 16, 2021","Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run today - planes and trains take off on…",,https://in.indeed.com/rc/clk?jk=55be7c78cf8fe769&fccid=de71a49b535e21cb&vjs=3
React Native Developer,Infosys Limited,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and Support activities, to assure that our…",,https://in.indeed.com/rc/clk?jk=3544881e52843666&fccid=c67533a523c83a4c&vjs=3
"C#, .NET, .NET Core Engineer",QuEST Global Engineering,"Thiruvananthapuram, Kerala",18 days ago,"June 16, 2021","Quality mindset and attention to detail in all aspects of software engineering and development. Proficient in OOPS concepts and application. NET, .NET Core, Typescript/JavaScript, Html 5, CSS.",,https://in.indeed.com/rc/clk?jk=d19dacf71c58aa0f&fccid=ad3813e46e9342cd&vjs=3
Web Application Developer,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","Js RESTful Web Services Detail oriented CSS API Front-end Development SVN Cross Browser Testing. Industry Type: IT-Software, Software Services. Employment Type: Full Time, Permanent.",,https://in.indeed.com/rc/clk?jk=17d21ef68e09f84f&fccid=f74c40d50fb54046&vjs=3
Python Developer-Core,skilora,"Kochi, Kerala",13 days ago,"June 16, 2021",Experience: 1 - 3 years in Python Developer( Required ). Experience working with agile software development methodology. Person should have exposure to developing REST services which handles large set…,,https://in.indeed.com/rc/clk?jk=6a107e8f5ad4c8c1&fccid=f74c40d50fb54046&vjs=3
Software Engineer - Backend,Talent Zone Consultants,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Understanding of any search server (such as Solr, Elastic Search etc.). Working knowledge in AWS (administration desirable but not mandatory). ﻿Deep Python skills (mandatory).","₹7,00,000 - ₹8,00,000 a year",https://in.indeed.com/rc/clk?jk=217b3bdf06880a29&fccid=b59e1dacbb0cb645&vjs=3
Full Stack .NET Developers,BRIDGE Global,"Kochi, Kerala",30+ days ago,"June 16, 2021","Net Passionate for both mid and senior level positions with 4 – 12 years of experience in full stack development. Solid experience in SQL Server (Procedures, Indexes, Performance etc).",,https://in.indeed.com/rc/clk?jk=c5049956f2ac9ef1&fccid=bcfc9b4d41cc6cd6&vjs=3
.Net Developer with Azure Experience,Experion,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Good experience in developing, configuring, deploying applications using Microsoft Azure. NET, MVC, and SQL Server-based web applications. In-depth knowledge of design issues and best practices.",,https://in.indeed.com/rc/clk?jk=2b8c44294713e73b&fccid=f2809440a4985361&vjs=3
Test Automation Engineer,GadgEon,"Kochi, Kerala",30+ days ago,"June 16, 2021",Strong knowledge in test automation using Python. Automation Experience in Robot Framework will be an added advantage. 3+ years of experience in Test Automation .,,https://in.indeed.com/rc/clk?jk=6476b195c228c238&fccid=b4442ae3d1e71d30&vjs=3
Full Stack Engineer,QuEST Global Engineering,"Thiruvananthapuram, Kerala",21 days ago,"June 16, 2021","Work within a team of like-minded professionals to plan, deploy, and maintain critical business applications. Experienced in working and integrating the 3rd party SQL/NoSQL applications (like Postgres…",,https://in.indeed.com/rc/clk?jk=8c1c687cf4b292a3&fccid=ad3813e46e9342cd&vjs=3
VC DEVELOPER,skilora,"Kochi, Kerala",30+ days ago,"June 16, 2021","Strong at OOP’s concept and hands on experience in developing applications. Having an Electronics background is a plus. Exposure in ATL, RestAPI, HTML will be an added advantage.",,https://in.indeed.com/rc/clk?jk=1fbcd90827e79098&fccid=f74c40d50fb54046&vjs=3
"Senior Software Engineer - Full stack - C#.Net, Angular 2+",QuEST Global Engineering,"Thiruvananthapuram, Kerala",4 days ago,"June 16, 2021","Knowledge in Azure and Kubernetes will be an added advantage. Ability to work productively and efficiently in an agile environment. Exposure of Agile Scrum practices. C#, . Net, MVC, Web API.",,https://in.indeed.com/rc/clk?jk=767af9fc3a1df822&fccid=ad3813e46e9342cd&vjs=3
Mobile Application Developers,reubro,"Kochi, Kerala",30+ days ago,"June 16, 2021","3 month-intensive training in iPhone and Android. Analyze requirements, design, write, test and deploy highly functional code implementing OOP concepts. Showcase your mobile Apps on App Store.",,https://in.indeed.com/rc/clk?jk=e71cf496e49bd564&fccid=b0a885d295aad54a&vjs=3
QA Automation Engineer,Trigent Software Limited,"Ernakulam, Kerala",26 days ago,"June 16, 2021",API testing with Postman or SOAPUI. . Rest Assured with Java (Web Service Automation). Selenium Web Driver with Java (UI Automation).,"₹3,00,000 - ₹7,50,000 a year",https://in.indeed.com/rc/clk?jk=7f69f55f0807a907&fccid=2034d2b9c3e25601&vjs=3
React Native Developer,NAICO,"Kochi, Kerala",29 days ago,"June 16, 2021",Expertise in developing cross platform mobile applications using ReactNative. Ability to understand business requirements and translate them into technical requirements.,,https://in.indeed.com/rc/clk?jk=ebae02b2a42af1c1&fccid=b1cbcd6adc648987&vjs=3
Sr. Software Engineer / Technical Lead - .NET,AdroitMinds Software Labs,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Should have hands-on experience in developing responsive web applications. Design and develop highly complex web applications using latest Microsoft Technologies. 4+ years of experience with ASP.,,https://in.indeed.com/rc/clk?jk=4b6a67cf49b4a173&fccid=1855a0fd6609fe21&vjs=3
Android Developers,Acsia,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","A thorough knowledge on Software design, Object Oriented Concepts and design patterns. Expertise in using Requirement management tools (e.g., DOORS), Configuration Management Tools (eg. GIT), Bug…",,https://in.indeed.com/rc/clk?jk=68416752e54224dd&fccid=5c60f77f8ef35a1a&vjs=3
Android developers Trivandrum and Kochi | 2-6 years of experience,Mozanta,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Directly responsible for achieving aesthetic excellence in the Android mobile applications, with end-to-end ownership of projects. Work closely with the design and product teams to implement and…",,https://in.indeed.com/rc/clk?jk=31ffead2fdf25149&fccid=c853a53e6b3c5ad9&vjs=3
Angular Developer,JOBS 'n TA,"Kochi, Kerala",25 days ago,"June 16, 2021","Need 5+ years of experience in Angular JS Web development to implement a complete user interface in the form of a mobile and desktop web app, with a focus on performance.",,https://in.indeed.com/rc/clk?jk=fc9d0d15f033fce4&fccid=58535daec602216e&vjs=3
WORDPRESS DEVELOPER(2-5 YEARS),skilora,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021","Helping formulate an effective, responsive design and turning it into a working theme and plugin. Experience building user interfaces for websites and/or web applications.",,https://in.indeed.com/rc/clk?jk=0d053413c2ef1597&fccid=f74c40d50fb54046&vjs=3
Java Software Engineer,skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021",1+ years hands on experience in Java software development. Experience: 1 - 3 years in Java Developer( Required ). Should have excellent knowledge in OOPs and java frameworks like Spring MVC/Boot.,,https://in.indeed.com/rc/clk?jk=e29f7514cbc32835&fccid=f74c40d50fb54046&vjs=3
Devops Engineer,MicroObjects,"Kochi, Kerala",30+ days ago,"June 16, 2021","3+ (System Administration experience with Linux and Windows, AWS & Azure, GitOps, Docke, Kubernetes).",,https://in.indeed.com/rc/clk?jk=eb650447a0f7452f&fccid=5c22fca2586814bd&vjs=3
SFCC Backend/Fullstack Developers,Litmus7,"Thiruvananthapuram, Kerala",30+ days ago,"June 16, 2021",Problem solving skills with excellent understanding of system development methodologies. Integrating with 3rd party systems is a must. Demandware ecommerce developers 5+ years of experience in SFCC…,,https://in.indeed.com/rc/clk?jk=95f3fb3416c387c3&fccid=1d1984970b1ebe81&vjs=3
SEO Developer,skilora,"Kochi, Kerala",20 days ago,"June 16, 2021","Good Experience in using RWD, Bootstrap, jQuery etc. Strong background in developing UIs to create exceptional user experiences. JQuery Ajax SEO Communication communication skills Scalable web…",,https://in.indeed.com/rc/clk?jk=ae96a77b5ece0e47&fccid=f74c40d50fb54046&vjs=3
WEB DEVELOPER ( PHP ),skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021","Industry Type: IT-Software, Software Services. Employment Type: Full Time, Permanent. CSS3 Core Java Java JavaScript jQuery Laravel Framework MySQL NoSQL WordPress Web Development Software Development…",,https://in.indeed.com/rc/clk?jk=d1365c7a99342331&fccid=f74c40d50fb54046&vjs=3
FLUTTER SDK DEVELOPER,skilora,"Kochi, Kerala",13 days ago,"June 16, 2021",Manage the code and project on Git in order to keep in sync with other team. Validate the cloud system to ensure any new changes do not compromise. 3+ years in mobile software development.,,https://in.indeed.com/rc/clk?jk=9fbc8a3c549c4020&fccid=f74c40d50fb54046&vjs=3
Full Stack Engineer,Pienza,"Kochi, Kerala",18 days ago,"June 16, 2021","Experience working with data streaming applications built with Kafka, Spark Streaming, Flink etc. The engineering team of Pienza will be based in India and will be headed locally by an experienced…",,https://in.indeed.com/rc/clk?jk=f335c5091d45a5aa&fccid=220db6598079f07b&vjs=3
Laravel - developer,skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021","Reviewer for design, code with a platform mindset, ensures the design and implementation results in a reusable software asset. Coordinate with team, following project plans to deliver modular scalable…",,https://in.indeed.com/rc/clk?jk=f3c979f70ebb5f2b&fccid=f74c40d50fb54046&vjs=3
Sr Back end developer,IBM,"Kochi, Kerala",19 days ago,"June 16, 2021","Software Developers at IBM are the backbone of our strategic initiatives to design, code, test, and provide industry-leading solutions that make the world run today - planes and trains take off on…",,https://in.indeed.com/rc/clk?jk=4c44fc9ee08c3f84&fccid=de71a49b535e21cb&vjs=3
Dotnet Developer Full Stack,skilora,"Calicut, Kerala",30+ days ago,"June 16, 2021",Leading development of modules Guiding and mentoring junior developers Contributing to the technical design and trouble shooting in production. Js Web development frameworks Scalable web application…,,https://in.indeed.com/rc/clk?jk=db233845dd7a5cbc&fccid=f74c40d50fb54046&vjs=3
Senior UI/UX Software Developer,Greenline Management Consultants Private Limited,"Kochi, Kerala",30+ days ago,"June 16, 2021",Our client an MNC providing technology and system for the global oil & gas industry are looking for experienced and self-motivated senior software developer with at least 5 years of job experience in…,,https://in.indeed.com/rc/clk?jk=a71108c6f52d81ff&fccid=d0d2b7d90ae6946e&vjs=3
Full-Stack Engineer - Senior,Dexlock,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","As a Full-Stack developer, you’ll have to mentor junior developers and actively participate in the design and architecture phase of our projects. Good understanding of minimum one technology in each…",,https://in.indeed.com/rc/clk?jk=93ff43a0f23b344c&fccid=d75509cbf2d007f2&vjs=3
iOS developer,ConnectIN Jobs Global,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Experience in using iOS SDK (UIKit, Core Data, Auto Layout, etc.). Strong computer fundamentals and OOPs concepts. Strong programming skills in Swift and preferably with Swift 5.",,https://in.indeed.com/rc/clk?jk=38033937307822f7&fccid=dd616958bd9ddc12&vjs=3
Developers / Senior Developers,Link Management Solutions Private Limited,"Ernakulam, Kerala",30+ days ago,"June 16, 2021","Experience in Sencha or other mobility frameworks. Experience in design tools like Rational Software Architect, Visual Paradigm. E / B. Tech / MCA / M. Tech.",,https://in.indeed.com/rc/clk?jk=e1db7523a5aad347&fccid=80c8fd5f1fcd75f7&vjs=3
